trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.001, 'e': 1.0}",20,16,7.415262845125332,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,False,"{'a': 0.001, 'e': 0.999000499833375}",20,0,-103.76228045585123,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
3,False,"{'a': 0.001, 'e': 0.9980019986673331}",20,0,-39.00437736456891,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
4,False,"{'a': 0.001, 'e': 0.997004495503373}",20,0,-103.15183356833339,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
5,False,"{'a': 0.001, 'e': 0.9960079893439915}",25,0,-110.4790524835538,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
6,False,"{'a': 0.001, 'e': 0.9950124791926823}",20,0,-120.73570818904366,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
7,False,"{'a': 0.001, 'e': 0.9940179640539353}",30,0,-338.2105814062591,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 6}",0
8,False,"{'a': 0.001, 'e': 0.9930244429332351}",30,0,-66.09934845416014,"{0: 19, 1: 6, 2: 4, 3: 1, 4: 0}",0
9,False,"{'a': 0.001, 'e': 0.9920319148370607}",20,0,-161.10174338101186,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
10,False,"{'a': 0.001, 'e': 0.9910403787728836}",20,0,-110.66524560408675,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
11,False,"{'a': 0.001, 'e': 0.9900498337491681}",20,0,-124.82263791887101,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
12,False,"{'a': 0.001, 'e': 0.9890602787753687}",20,0,-85.65390353630754,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
13,False,"{'a': 0.001, 'e': 0.9880717128619305}",20,0,-239.82560727104544,"{0: 9, 1: 0, 2: 5, 3: 2, 4: 4}",0
14,False,"{'a': 0.001, 'e': 0.9870841350202876}",20,0,-14.68510139813161,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
15,False,"{'a': 0.001, 'e': 0.9860975442628619}",30,14,-41.03356166750197,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 0}",1
16,False,"{'a': 0.001, 'e': 0.9851119396030626}",20,0,-69.3756229524727,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
17,False,"{'a': 0.001, 'e': 0.9841273200552851}",20,0,-81.10929925687955,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
18,False,"{'a': 0.001, 'e': 0.9831436846349096}",30,3,-232.53956498769384,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 4}",1
19,False,"{'a': 0.001, 'e': 0.9821610323583008}",30,4,-69.3822681413192,"{0: 15, 1: 5, 2: 6, 3: 0, 4: 0}",1
20,False,"{'a': 0.001, 'e': 0.981179362242806}",20,0,-115.08154664686536,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
21,False,"{'a': 0.001, 'e': 0.9801986733067553}",25,1,-180.00124589580068,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 3}",1
22,False,"{'a': 0.001, 'e': 0.9792189645694596}",20,0,-34.34784147684163,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
23,False,"{'a': 0.001, 'e': 0.97824023505121}",20,0,-102.53413041453783,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
24,False,"{'a': 0.001, 'e': 0.9772624837732771}",20,0,-202.35344167463998,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
25,False,"{'a': 0.001, 'e': 0.9762857097579093}",20,0,-55.21436963946201,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
26,False,"{'a': 0.001, 'e': 0.9753099120283326}",20,0,-168.25468390623462,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
27,False,"{'a': 0.001, 'e': 0.9743350896087494}",25,0,-187.133205931787,"{0: 12, 1: 1, 2: 8, 3: 2, 4: 2}",0
28,False,"{'a': 0.001, 'e': 0.9733612415243368}",20,0,-29.33645881875419,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
29,False,"{'a': 0.001, 'e': 0.9723883668012469}",30,0,-119.37233182468873,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
30,False,"{'a': 0.001, 'e': 0.9714164644666048}",25,0,-143.3689415532837,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
31,False,"{'a': 0.001, 'e': 0.9704455335485082}",25,12,-62.281777805690396,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
32,False,"{'a': 0.001, 'e': 0.9694755730760259}",20,0,-141.88887491787426,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
33,False,"{'a': 0.001, 'e': 0.9685065820791976}",20,0,-138.9248533964164,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
34,False,"{'a': 0.001, 'e': 0.967538559589032}",20,1,-69.43620015066344,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
35,False,"{'a': 0.001, 'e': 0.9665715046375066}",25,0,-80.83566976778978,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
36,False,"{'a': 0.001, 'e': 0.9656054162575665}",20,0,-75.22861535907678,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
37,False,"{'a': 0.001, 'e': 0.9646402934831231}",25,0,-72.80580572446678,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
38,False,"{'a': 0.001, 'e': 0.9636761353490535}",25,0,-106.75996506969422,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
39,False,"{'a': 0.001, 'e': 0.9627129408911995}",20,0,-26.800632040635744,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
40,False,"{'a': 0.001, 'e': 0.9617507091463667}",25,0,-67.83369408942681,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
41,False,"{'a': 0.001, 'e': 0.9607894391523232}",30,3,-156.48013903499583,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 2}",1
42,False,"{'a': 0.001, 'e': 0.9598291299477989}",20,0,-99.36158385425536,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
43,False,"{'a': 0.001, 'e': 0.9588697805724845}",20,0,-100.09747428676886,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
44,False,"{'a': 0.001, 'e': 0.9579113900670306}",20,0,-124.849475145338,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
45,False,"{'a': 0.001, 'e': 0.9569539574730467}",20,0,-154.54773229071205,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
46,False,"{'a': 0.001, 'e': 0.9559974818331}",30,0,-135.39591390895458,"{0: 16, 1: 4, 2: 9, 3: 0, 4: 1}",0
47,False,"{'a': 0.001, 'e': 0.9550419621907147}",20,0,-75.70408694280418,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
48,False,"{'a': 0.001, 'e': 0.9540873975903711}",25,0,-123.87239866484576,"{0: 13, 1: 6, 2: 3, 3: 2, 4: 1}",0
49,False,"{'a': 0.001, 'e': 0.9531337870775047}",30,0,-101.51401221116082,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
50,False,"{'a': 0.001, 'e': 0.9521811296985049}",25,0,-111.96835115762532,"{0: 12, 1: 5, 2: 6, 3: 2, 4: 0}",0
51,False,"{'a': 0.001, 'e': 0.951229424500714}",25,0,-175.87961103685936,"{0: 11, 1: 3, 2: 9, 3: 0, 4: 2}",0
52,False,"{'a': 0.001, 'e': 0.950278670532427}",25,0,-71.71339508918439,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
53,False,"{'a': 0.001, 'e': 0.9493288668428895}",25,0,-118.96370904248236,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
54,False,"{'a': 0.001, 'e': 0.9483800124822982}",35,0,-91.75828337623862,"{0: 22, 1: 7, 2: 4, 3: 2, 4: 0}",0
55,False,"{'a': 0.001, 'e': 0.9474321065017983}",25,0,-141.64076646574227,"{0: 12, 1: 1, 2: 11, 3: 0, 4: 1}",0
56,False,"{'a': 0.001, 'e': 0.9464851479534838}",25,0,-127.31673560946678,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
57,False,"{'a': 0.001, 'e': 0.9455391358903963}",20,0,-18.20085109089915,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
58,False,"{'a': 0.001, 'e': 0.9445940693665233}",25,0,-240.5572011511968,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 5}",0
59,False,"{'a': 0.001, 'e': 0.9436499474367985}",20,0,-147.72264957143486,"{0: 6, 1: 5, 2: 7, 3: 1, 4: 1}",0
60,False,"{'a': 0.001, 'e': 0.9427067691570997}",20,0,-92.93662939603541,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
61,False,"{'a': 0.001, 'e': 0.9417645335842487}",20,0,-205.2153587665105,"{0: 8, 1: 0, 2: 9, 3: 0, 4: 3}",0
62,False,"{'a': 0.001, 'e': 0.9408232397760097}",25,0,-81.95028340013118,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
63,False,"{'a': 0.001, 'e': 0.9398828867910889}",30,0,-142.85791764983756,"{0: 21, 1: 4, 2: 1, 3: 1, 4: 3}",0
64,False,"{'a': 0.001, 'e': 0.9389434736891332}",20,0,-196.28910646766883,"{0: 8, 1: 3, 2: 5, 3: 1, 4: 3}",0
65,False,"{'a': 0.001, 'e': 0.9380049995307295}",25,0,-160.47699206005512,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
66,False,"{'a': 0.001, 'e': 0.9370674633774034}",25,0,-123.54544998216835,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
67,False,"{'a': 0.001, 'e': 0.9361308642916188}",25,5,-167.48450142427475,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",1
68,False,"{'a': 0.001, 'e': 0.9351952013367766}",20,0,-169.77084475137752,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
69,False,"{'a': 0.001, 'e': 0.9342604735772135}",20,0,-120.01127522482587,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
70,False,"{'a': 0.001, 'e': 0.933326680078202}",30,0,-63.97868030219724,"{0: 22, 1: 4, 2: 2, 3: 2, 4: 0}",0
71,False,"{'a': 0.001, 'e': 0.9323938199059483}",25,0,-64.85128740100495,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
72,False,"{'a': 0.001, 'e': 0.9314618921275921}",25,0,-26.759681480604623,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
73,False,"{'a': 0.001, 'e': 0.9305308958112057}",20,0,-70.36298055152453,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
74,False,"{'a': 0.001, 'e': 0.9296008300257927}",35,18,-7.777886593488692,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
75,False,"{'a': 0.001, 'e': 0.9286716938412872}",35,0,-242.83498351908702,"{0: 24, 1: 2, 2: 2, 3: 2, 4: 5}",0
76,False,"{'a': 0.001, 'e': 0.9277434863285529}",25,0,-86.85817011721399,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
77,False,"{'a': 0.001, 'e': 0.9268162065593822}",30,0,-76.2846813226778,"{0: 20, 1: 1, 2: 9, 3: 0, 4: 0}",0
78,False,"{'a': 0.001, 'e': 0.9258898536064953}",20,0,-25.766705641733715,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
79,False,"{'a': 0.001, 'e': 0.9249644265435393}",20,0,-146.7869151433413,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
80,False,"{'a': 0.001, 'e': 0.9240399244450868}",25,4,-18.110277597304684,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
81,False,"{'a': 0.001, 'e': 0.9231163463866358}",30,0,-175.48006643473212,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
82,False,"{'a': 0.001, 'e': 0.922193691444608}",20,0,-2.2005605612228725,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
83,False,"{'a': 0.001, 'e': 0.9212719586963487}",25,0,-121.4523169085191,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
84,False,"{'a': 0.001, 'e': 0.9203511472201247}",25,0,-132.46803931370607,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
85,False,"{'a': 0.001, 'e': 0.9194312560951247}",25,13,-108.73151605695156,"{0: 5, 1: 1, 2: 3, 3: 2, 4: 1}",1
86,False,"{'a': 0.001, 'e': 0.9185122844014574}",20,0,-91.01387334067256,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
87,False,"{'a': 0.001, 'e': 0.9175942312201509}",20,0,-213.99685167876376,"{0: 7, 1: 3, 2: 6, 3: 1, 4: 3}",0
88,False,"{'a': 0.001, 'e': 0.9166770956331523}",30,0,-115.61137307223728,"{0: 16, 1: 6, 2: 6, 3: 2, 4: 0}",0
89,False,"{'a': 0.001, 'e': 0.9157608767233256}",25,0,-153.01578446778026,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
90,False,"{'a': 0.001, 'e': 0.914845573574452}",20,0,-74.3578413406974,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
91,False,"{'a': 0.001, 'e': 0.9139311852712282}",30,0,-166.8385512202437,"{0: 17, 1: 7, 2: 3, 3: 0, 4: 3}",0
92,False,"{'a': 0.001, 'e': 0.9130177108992658}",25,0,-111.18737449607876,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
93,False,"{'a': 0.001, 'e': 0.9121051495450904}",20,0,-80.21224710275841,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
94,False,"{'a': 0.001, 'e': 0.9111935002961405}",20,0,-54.30337518348309,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
95,False,"{'a': 0.001, 'e': 0.910282762240767}",20,0,-121.30448183344903,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
96,False,"{'a': 0.001, 'e': 0.9093729344682314}",25,0,-67.18848424260976,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
97,False,"{'a': 0.001, 'e': 0.9084640160687062}",20,0,-103.75079546841744,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
98,False,"{'a': 0.001, 'e': 0.9075560061332727}",25,0,-97.44908341779649,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
99,False,"{'a': 0.001, 'e': 0.9066489037539209}",20,6,-20.126882243867875,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
100,False,"{'a': 0.001, 'e': 0.9057427080235485}",25,0,-72.29538874166433,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
101,False,"{'a': 0.001, 'e': 0.9048374180359595}",30,0,-95.4390113538425,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
102,False,"{'a': 0.001, 'e': 0.9039330328858641}",25,0,-78.07421330868878,"{0: 13, 1: 8, 2: 3, 3: 1, 4: 0}",0
103,False,"{'a': 0.001, 'e': 0.9030295516688768}",25,0,-167.6914939365099,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
104,False,"{'a': 0.001, 'e': 0.9021269734815165}",25,0,-140.6136500711525,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
105,False,"{'a': 0.001, 'e': 0.9012252974212047}",30,0,-186.18256231127629,"{0: 15, 1: 3, 2: 9, 3: 1, 4: 2}",0
106,False,"{'a': 0.001, 'e': 0.9003245225862656}",20,0,-131.38571424021094,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 3}",0
107,False,"{'a': 0.001, 'e': 0.899424648075924}",20,0,-156.74873264369768,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
108,False,"{'a': 0.001, 'e': 0.8985256729903055}",20,0,-42.42419656100545,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
109,False,"{'a': 0.001, 'e': 0.8976275964304349}",30,0,-148.4409387469508,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
110,False,"{'a': 0.001, 'e': 0.8967304174982355}",20,0,-62.938768143703925,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
111,False,"{'a': 0.001, 'e': 0.8958341352965282}",25,0,-282.58275283773423,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 5}",0
112,False,"{'a': 0.001, 'e': 0.894938748929031}",25,0,-101.8057351685072,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
113,False,"{'a': 0.001, 'e': 0.8940442575003572}",30,3,-36.09168269646239,"{0: 23, 1: 2, 2: 0, 3: 1, 4: 1}",1
114,False,"{'a': 0.001, 'e': 0.8931506601160155}",20,0,-115.4139577644809,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
115,False,"{'a': 0.001, 'e': 0.8922579558824083}",25,0,-174.83546283442973,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
116,False,"{'a': 0.001, 'e': 0.8913661439068313}",20,0,-147.25801499378696,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
117,False,"{'a': 0.001, 'e': 0.8904752232974726}",20,8,-7.531594231827055,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.001, 'e': 0.8895851931634113}",30,0,-177.6645153686824,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 4}",0
119,False,"{'a': 0.001, 'e': 0.8886960526146174}",25,0,-90.70496942806142,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
120,False,"{'a': 0.001, 'e': 0.8878078007619501}",25,0,-102.61887140830854,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
121,False,"{'a': 0.001, 'e': 0.8869204367171575}",30,0,-155.17334935166423,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
122,False,"{'a': 0.001, 'e': 0.8860339595928756}",20,15,0.4162503943978084,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.001, 'e': 0.8851483685026271}",25,0,-169.35412937939267,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
124,False,"{'a': 0.001, 'e': 0.8842636625608209}",20,0,-130.01146894374753,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
125,False,"{'a': 0.001, 'e': 0.8833798408827509}",20,0,-90.02173666026384,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
126,False,"{'a': 0.001, 'e': 0.8824969025845955}",30,0,-167.40840306804756,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
127,False,"{'a': 0.001, 'e': 0.8816148467834161}",25,0,-132.95520518223626,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
128,False,"{'a': 0.001, 'e': 0.880733672597157}",35,0,-267.27403355495727,"{0: 16, 1: 6, 2: 7, 3: 3, 4: 3}",0
129,False,"{'a': 0.001, 'e': 0.8798533791446438}",20,0,-118.4671478752824,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
130,False,"{'a': 0.001, 'e': 0.8789739655455832}",20,0,-54.204565534403685,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
131,False,"{'a': 0.001, 'e': 0.8780954309205613}",25,14,-46.98971282847174,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 0}",1
132,False,"{'a': 0.001, 'e': 0.8772177743910435}",25,0,-60.913931965219014,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
133,False,"{'a': 0.001, 'e': 0.8763409950793732}",30,11,-101.06118902140061,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 1}",1
134,False,"{'a': 0.001, 'e': 0.8754650921087711}",20,0,-175.42619170963275,"{0: 9, 1: 5, 2: 2, 3: 1, 4: 3}",0
135,False,"{'a': 0.001, 'e': 0.874590064603334}",25,0,-128.85250961607716,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
136,False,"{'a': 0.001, 'e': 0.8737159116880344}",20,14,-5.297126172893955,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.001, 'e': 0.8728426324887193}",30,0,-61.68534667891275,"{0: 22, 1: 5, 2: 2, 3: 0, 4: 1}",0
138,False,"{'a': 0.001, 'e': 0.8719702261321094}",20,0,-57.03489620044325,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
139,False,"{'a': 0.001, 'e': 0.8710986917457983}",20,0,-45.61531048047603,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
140,False,"{'a': 0.001, 'e': 0.8702280284582515}",20,0,-76.20697316728858,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
141,False,"{'a': 0.001, 'e': 0.8693582353988059}",20,0,-91.68544151033923,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
142,False,"{'a': 0.001, 'e': 0.8684893116976679}",25,0,-66.0135530385585,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
143,False,"{'a': 0.001, 'e': 0.867621256485914}",25,0,-97.86896752092537,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
144,False,"{'a': 0.001, 'e': 0.8667540688954889}",20,12,-61.24051783033856,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
145,False,"{'a': 0.001, 'e': 0.865887748059205}",20,0,-130.82614412046578,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
146,False,"{'a': 0.001, 'e': 0.8650222931107413}",25,0,-159.01453142571967,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
147,False,"{'a': 0.001, 'e': 0.8641577031846428}",30,11,-8.799052102930744,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
148,False,"{'a': 0.001, 'e': 0.8632939774163194}",30,0,-147.91529697311734,"{0: 17, 1: 3, 2: 6, 3: 3, 4: 1}",1
149,False,"{'a': 0.001, 'e': 0.8624311149420455}",20,14,-3.702766738590308,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.001, 'e': 0.8615691148989583}",20,0,-70.96272285494655,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
151,False,"{'a': 0.001, 'e': 0.8607079764250578}",25,0,-58.66254226651104,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
152,False,"{'a': 0.001, 'e': 0.8598476986592055}",30,0,-78.56953799718701,"{0: 18, 1: 7, 2: 4, 3: 1, 4: 0}",0
153,False,"{'a': 0.001, 'e': 0.8589882807411234}",20,0,-81.14915073247738,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
154,False,"{'a': 0.001, 'e': 0.8581297218113938}",20,11,-20.20261790040047,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
155,False,"{'a': 0.001, 'e': 0.8572720210114575}",20,0,-240.31701758368575,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 5}",0
156,False,"{'a': 0.001, 'e': 0.8564151774836135}",20,0,-124.24142419628852,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
157,False,"{'a': 0.001, 'e': 0.8555591903710185}",25,0,-38.462558055963065,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
158,False,"{'a': 0.001, 'e': 0.8547040588176851}",20,0,-114.5217980303689,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
159,False,"{'a': 0.001, 'e': 0.8538497819684817}",20,0,-106.93330611449123,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
160,False,"{'a': 0.001, 'e': 0.8529963589691315}",25,0,-95.83882415175073,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
161,False,"{'a': 0.001, 'e': 0.8521437889662113}",25,5,-21.412429922678818,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
162,False,"{'a': 0.001, 'e': 0.8512920711071511}",20,0,-13.191250944789054,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
163,False,"{'a': 0.001, 'e': 0.850441204540233}",25,0,-106.40644919828154,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
164,False,"{'a': 0.001, 'e': 0.8495911884145902}",25,0,-105.32751930817129,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
165,False,"{'a': 0.001, 'e': 0.8487420218802068}",20,8,-34.94781579955335,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.001, 'e': 0.8478937040879159}",20,0,-71.06518022213734,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
167,False,"{'a': 0.001, 'e': 0.8470462341893996}",25,14,-58.59620481190066,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
168,False,"{'a': 0.001, 'e': 0.8461996113371882}",20,0,-43.39413671355916,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
169,False,"{'a': 0.001, 'e': 0.8453538346846587}",30,0,-147.95010141197196,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
170,False,"{'a': 0.001, 'e': 0.8445089033860343}",20,0,-109.54222983400685,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
171,False,"{'a': 0.001, 'e': 0.8436648165963837}",20,0,-22.74573687196712,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
172,False,"{'a': 0.001, 'e': 0.8428215734716199}",30,0,-97.20495307541022,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
173,False,"{'a': 0.001, 'e': 0.8419791731684999}",20,0,-94.19103427603316,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
174,False,"{'a': 0.001, 'e': 0.8411376148446232}",25,0,-175.56285435497045,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
175,False,"{'a': 0.001, 'e': 0.8402968976584314}",30,5,-202.91991640942547,"{0: 11, 1: 5, 2: 5, 3: 1, 4: 3}",1
176,False,"{'a': 0.001, 'e': 0.8394570207692074}",30,0,-224.6591890637624,"{0: 14, 1: 6, 2: 5, 3: 2, 4: 3}",0
177,False,"{'a': 0.001, 'e': 0.838617983337074}",20,0,-138.96879157659686,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
178,False,"{'a': 0.001, 'e': 0.8377797845229938}",30,8,-93.16209416555947,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 1}",1
179,False,"{'a': 0.001, 'e': 0.8369424234887681}",20,0,-109.90535359722928,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
180,False,"{'a': 0.001, 'e': 0.8361058993970355}",25,0,-105.36976288513183,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
181,False,"{'a': 0.001, 'e': 0.835270211411272}",35,0,-122.80527233215173,"{0: 23, 1: 3, 2: 6, 3: 2, 4: 1}",0
182,False,"{'a': 0.001, 'e': 0.8344353586957896}",25,0,-137.88086459827122,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
183,False,"{'a': 0.001, 'e': 0.8336013404157353}",30,0,-53.25751260970246,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
184,False,"{'a': 0.001, 'e': 0.832768155737091}",30,0,-136.81004113119835,"{0: 16, 1: 6, 2: 5, 3: 2, 4: 1}",0
