trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1985,False,"{'a': 0.001, 'e': 0.13751806344428075}",30,22,-26.754777391892013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1986,False,"{'a': 0.001, 'e': 0.13738061411695424}",25,13,12.70048363424866,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1987,False,"{'a': 0.001, 'e': 0.13724330217025332}",25,17,1.8666835572066227,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1988,False,"{'a': 0.001, 'e': 0.13710612746686596}",25,11,9.1498340752334,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1989,False,"{'a': 0.001, 'e': 0.13696908986961753}",25,13,13.256507725656238,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1990,False,"{'a': 0.001, 'e': 0.13683218924147036}",20,16,7.033746043380305,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'a': 0.001, 'e': 0.13669542544552385}",20,13,10.315490771344384,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1992,False,"{'a': 0.001, 'e': 0.13655879834501417}",25,12,-21.869170187366592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1993,False,"{'a': 0.001, 'e': 0.13642230780331424}",20,11,19.20717037480843,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1994,False,"{'a': 0.001, 'e': 0.13628595368393343}",35,27,15.173106521779037,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1995,False,"{'a': 0.001, 'e': 0.1361497358505177}",20,16,7.8680562106220915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1996,False,"{'a': 0.001, 'e': 0.13601365416684916}",25,18,15.133022247986705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1997,False,"{'a': 0.001, 'e': 0.13587770849684613}",25,11,21.859765905586254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1998,False,"{'a': 0.001, 'e': 0.13574189870456288}",20,9,23.231210368119026,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1999,False,"{'a': 0.001, 'e': 0.1356062246541897}",30,10,-25.10771388469097,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
2000,False,"{'a': 0.001, 'e': 0.13547068621005243}",25,15,17.181610109080218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2001,False,"{'a': 0.001, 'e': 0.1353352832366127}",20,9,19.52517022181475,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2002,False,"{'a': 0.001, 'e': 0.13520001559846748}",20,15,7.511283413971235,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2003,False,"{'a': 0.001, 'e': 0.13506488316034906}",20,13,8.343407593348036,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2004,False,"{'a': 0.001, 'e': 0.13492988578712511}",30,15,18.81463094700797,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2005,False,"{'a': 0.001, 'e': 0.1347950233437982}",25,14,23.7183143053223,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2006,False,"{'a': 0.001, 'e': 0.13466029569550586}",25,10,26.025541908413985,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2007,False,"{'a': 0.001, 'e': 0.1345257027075204}",30,0,49.03635019822318,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2008,False,"{'a': 0.001, 'e': 0.1343912442452489}",25,20,11.4808053554286,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2009,False,"{'a': 0.001, 'e': 0.13425692017423285}",20,2,4.6697813491004725,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
2010,False,"{'a': 0.001, 'e': 0.13412273036014816}",20,15,-14.111776266540236,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
2011,False,"{'a': 0.001, 'e': 0.13398867466880493}",25,11,23.446526461738795,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2012,False,"{'a': 0.001, 'e': 0.13385475296614763}",20,6,11.441081269263535,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2013,False,"{'a': 0.001, 'e': 0.1337209651182544}",25,7,9.299638988524212,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
2014,False,"{'a': 0.001, 'e': 0.13358731099133747}",20,16,7.2513205355800725,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2015,False,"{'a': 0.001, 'e': 0.1334537904517426}",20,10,19.984750766488222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2016,False,"{'a': 0.001, 'e': 0.13332040336594936}",20,5,23.557891672659093,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2017,False,"{'a': 0.001, 'e': 0.1331871496005706}",25,9,18.887539197700526,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2018,False,"{'a': 0.001, 'e': 0.13305402902235253}",25,9,31.906434150551885,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2019,False,"{'a': 0.001, 'e': 0.13292104149817452}",30,18,20.54180702195954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2020,False,"{'a': 0.001, 'e': 0.13278818689504915}",25,0,15.368511220763427,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
2021,False,"{'a': 0.001, 'e': 0.13265546508012172}",25,14,20.28216784814014,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2022,False,"{'a': 0.001, 'e': 0.13252287592067044}",25,0,-3.4792081615108454,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
2023,False,"{'a': 0.001, 'e': 0.13239041928410605}",30,17,24.371872329037338,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2024,False,"{'a': 0.001, 'e': 0.13225809503797206}",25,14,19.723820280320147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2025,False,"{'a': 0.001, 'e': 0.1321259030499441}",20,9,5.966746852058685,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2026,False,"{'a': 0.001, 'e': 0.13199384318783022}",25,4,19.563152196051274,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
2027,False,"{'a': 0.001, 'e': 0.13186191531957048}",25,5,-34.36923986333442,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
2028,False,"{'a': 0.001, 'e': 0.13173011931323708}",20,14,9.769904665939535,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2029,False,"{'a': 0.001, 'e': 0.131598455037034}",20,4,27.683145162553856,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2030,False,"{'a': 0.001, 'e': 0.13146692235929688}",20,9,20.806989625557495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2031,False,"{'a': 0.001, 'e': 0.13133552114849303}",20,16,9.144506037667671,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2032,False,"{'a': 0.001, 'e': 0.13120425127322136}",25,5,22.980921930013256,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2033,False,"{'a': 0.001, 'e': 0.13107311260221188}",20,12,16.223428631958694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2034,False,"{'a': 0.001, 'e': 0.13094210500432593}",25,16,18.655888301578592,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2035,False,"{'a': 0.001, 'e': 0.13081122834855582}",20,10,16.317994645813357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2036,False,"{'a': 0.001, 'e': 0.13068048250402503}",30,16,-18.311880937525288,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2037,False,"{'a': 0.001, 'e': 0.13054986733998764}",25,13,3.975905216891692,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
2038,False,"{'a': 0.001, 'e': 0.13041938272582848}",20,13,15.78993699555333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2039,False,"{'a': 0.001, 'e': 0.13028902853106283}",20,16,9.857464869167739,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2040,False,"{'a': 0.001, 'e': 0.13015880462533663}",25,3,-1.5254256879810384,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
2041,False,"{'a': 0.001, 'e': 0.1300287108784259}",25,5,30.510803051703505,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2042,False,"{'a': 0.001, 'e': 0.12989874716023692}",25,12,24.693530807575634,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2043,False,"{'a': 0.001, 'e': 0.1297689133408058}",25,18,11.01234875532684,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2044,False,"{'a': 0.001, 'e': 0.12963920929029896}",30,14,28.20635806286244,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2045,False,"{'a': 0.001, 'e': 0.12950963487901218}",25,0,38.92342991133982,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2046,False,"{'a': 0.001, 'e': 0.12938018997737108}",20,5,-25.410767038614797,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
2047,False,"{'a': 0.001, 'e': 0.12925087445593067}",30,14,22.781944791788042,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2048,False,"{'a': 0.001, 'e': 0.12912168818537556}",20,0,0.8794103195522844,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2049,False,"{'a': 0.001, 'e': 0.1289926310365194}",20,6,27.561933393389772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2050,False,"{'a': 0.001, 'e': 0.12886370288030502}",20,16,9.219748001255505,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2051,False,"{'a': 0.001, 'e': 0.12873490358780423}",20,10,9.503234589557998,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2052,False,"{'a': 0.001, 'e': 0.12860623303021773}",25,14,9.593665757349545,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2053,False,"{'a': 0.001, 'e': 0.12847769107887502}",25,17,2.5636975660999983,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2054,False,"{'a': 0.001, 'e': 0.12834927760523412}",20,12,11.98856425010748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2055,False,"{'a': 0.001, 'e': 0.1282209924808815}",20,10,17.814525597602596,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2056,False,"{'a': 0.001, 'e': 0.12809283557753198}",20,13,12.465609332672908,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2057,False,"{'a': 0.001, 'e': 0.1279648067670288}",20,6,-25.99450504317569,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
2058,False,"{'a': 0.001, 'e': 0.12783690592134303}",20,13,3.349163299610467,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2059,False,"{'a': 0.001, 'e': 0.12770913291257383}",20,9,22.364010920122375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2060,False,"{'a': 0.001, 'e': 0.12758148761294813}",35,17,22.36842844595575,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2061,False,"{'a': 0.001, 'e': 0.12745396989482075}",20,8,14.827905227325983,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2062,False,"{'a': 0.001, 'e': 0.12732657963067387}",25,16,15.38016341610507,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2063,False,"{'a': 0.001, 'e': 0.1271993166931172}",20,8,24.25918644793424,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2064,False,"{'a': 0.001, 'e': 0.12707218095488781}",20,16,7.879785907458652,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2065,False,"{'a': 0.001, 'e': 0.12694517228885002}",30,1,41.83430464173457,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
2066,False,"{'a': 0.001, 'e': 0.1268182905679951}",30,13,15.402383194327061,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
2067,False,"{'a': 0.001, 'e': 0.1266915356654413}",35,15,32.259087859305964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2068,False,"{'a': 0.001, 'e': 0.12656490745443366}",20,2,-18.024482608275658,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
2069,False,"{'a': 0.001, 'e': 0.1264384058083441}",20,12,14.484477066719982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2070,False,"{'a': 0.001, 'e': 0.12631203060067087}",20,12,15.077411257312527,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2071,False,"{'a': 0.001, 'e': 0.12618578170503877}",20,9,20.685713463604745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2072,False,"{'a': 0.001, 'e': 0.12605965899519883}",30,10,28.5580098286623,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2073,False,"{'a': 0.001, 'e': 0.12593366234502845}",20,6,8.96269927988276,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
2074,False,"{'a': 0.001, 'e': 0.12580779162853092}",25,5,16.288730717596323,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
2075,False,"{'a': 0.001, 'e': 0.1256820467198355}",25,8,30.323925227132435,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2076,False,"{'a': 0.001, 'e': 0.1255564274931972}",20,16,7.711373566417317,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2077,False,"{'a': 0.001, 'e': 0.12543093382299692}",25,5,28.09140567654967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2078,False,"{'a': 0.001, 'e': 0.12530556558374092}",20,12,2.6649147106398536,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2079,False,"{'a': 0.001, 'e': 0.12518032265006093}",30,20,1.1476750331797678,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2080,False,"{'a': 0.001, 'e': 0.12505520489671398}",20,4,-10.20218326942404,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
2081,False,"{'a': 0.001, 'e': 0.12493021219858241}",20,8,22.94045992723398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2082,False,"{'a': 0.001, 'e': 0.12480534443067345}",25,11,9.942734932057466,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2083,False,"{'a': 0.001, 'e': 0.12468060146811931}",25,13,19.19703125476483,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2084,False,"{'a': 0.001, 'e': 0.12455598318617699}",35,20,17.81809016820412,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2085,False,"{'a': 0.001, 'e': 0.12443148946022826}",30,13,18.667618590645105,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2086,False,"{'a': 0.001, 'e': 0.12430712016577938}",20,6,6.497990461154814,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
2087,False,"{'a': 0.001, 'e': 0.12418287517846102}",30,19,21.09815366184015,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2088,False,"{'a': 0.001, 'e': 0.12405875437402814}",30,12,30.52078243656347,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2089,False,"{'a': 0.001, 'e': 0.12393475762836002}",30,3,24.39629706886597,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
2090,False,"{'a': 0.001, 'e': 0.12381088481745986}",25,15,18.414640275825356,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2091,False,"{'a': 0.001, 'e': 0.12368713581745483}",20,12,-8.54013284347517,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
2092,False,"{'a': 0.001, 'e': 0.12356351050459588}",25,10,28.850577724657665,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2093,False,"{'a': 0.001, 'e': 0.12344000875525778}",25,17,16.99350465736616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2094,False,"{'a': 0.001, 'e': 0.12331663044593871}",20,9,13.793338272583025,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2095,False,"{'a': 0.001, 'e': 0.12319337545326038}",30,13,-11.409373773671405,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2096,False,"{'a': 0.001, 'e': 0.12307024365396771}",30,16,-24.987398350213283,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
2097,False,"{'a': 0.001, 'e': 0.122947234924929}",20,5,15.396878745915041,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2098,False,"{'a': 0.001, 'e': 0.12282434914313546}",20,3,-36.598686944697405,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
2099,False,"{'a': 0.001, 'e': 0.1227015861857013}",20,9,-23.676781763103456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
2100,False,"{'a': 0.001, 'e': 0.1225789459298635}",20,0,30.580599954011713,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2101,False,"{'a': 0.001, 'e': 0.1224564282529819}",30,13,20.81392610004576,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2102,False,"{'a': 0.001, 'e': 0.12233403303253876}",20,16,8.423724550647506,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2103,False,"{'a': 0.001, 'e': 0.12221176014613884}",25,8,31.725332972299277,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2104,False,"{'a': 0.001, 'e': 0.1220896094715092}",25,18,14.33337688603429,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2105,False,"{'a': 0.001, 'e': 0.12196758088649925}",30,3,32.23212974944495,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
2106,False,"{'a': 0.001, 'e': 0.12184567426908036}",20,7,18.590084176732777,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2107,False,"{'a': 0.001, 'e': 0.12172388949734589}",20,13,10.820980914474735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2108,False,"{'a': 0.001, 'e': 0.121602226449511}",20,0,26.743511654298324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2109,False,"{'a': 0.001, 'e': 0.12148068500391276}",30,13,28.378275473564557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2110,False,"{'a': 0.001, 'e': 0.12135926503900965}",25,15,24.02731293596597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2111,False,"{'a': 0.001, 'e': 0.12123796643338168}",20,14,12.1385704178185,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2112,False,"{'a': 0.001, 'e': 0.1211167890657302}",30,17,22.135740111646342,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2113,False,"{'a': 0.001, 'e': 0.12099573281487792}",30,3,10.003664274002286,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
2114,False,"{'a': 0.001, 'e': 0.12087479755976856}",25,0,29.80561769409926,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2115,False,"{'a': 0.001, 'e': 0.12075398317946681}",20,13,-5.501806181303863,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
2116,False,"{'a': 0.001, 'e': 0.12063328955315826}",25,13,11.186202642378444,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2117,False,"{'a': 0.001, 'e': 0.12051271656014938}",20,5,26.532536906971508,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2118,False,"{'a': 0.001, 'e': 0.12039226407986708}",20,13,13.297106698346784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2119,False,"{'a': 0.001, 'e': 0.12027193199185891}",30,5,20.19262556135628,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
2120,False,"{'a': 0.001, 'e': 0.12015172017579269}",20,9,-0.8975702217766943,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
2121,False,"{'a': 0.001, 'e': 0.12003162851145673}",25,14,9.835550422747051,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2122,False,"{'a': 0.001, 'e': 0.11991165687875927}",25,17,19.258058570586094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2123,False,"{'a': 0.001, 'e': 0.11979180515772868}",20,16,7.456860037528472,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2124,False,"{'a': 0.001, 'e': 0.11967207322851317}",25,17,1.584995912387555,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2125,False,"{'a': 0.001, 'e': 0.11955246097138093}",20,12,13.875221012685362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2126,False,"{'a': 0.001, 'e': 0.11943296826671962}",20,10,16.377005610838584,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2127,False,"{'a': 0.001, 'e': 0.11931359499503652}",25,13,17.637744160516498,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2128,False,"{'a': 0.001, 'e': 0.11919434103695832}",25,18,12.97931384988554,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2129,False,"{'a': 0.001, 'e': 0.11907520627323114}",20,0,31.145911646899386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2130,False,"{'a': 0.001, 'e': 0.11895619058472015}",30,8,35.989333002202024,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2131,False,"{'a': 0.001, 'e': 0.11883729385240965}",20,2,30.143243034036406,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2132,False,"{'a': 0.001, 'e': 0.11871851595740286}",20,6,13.613024353379505,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2133,False,"{'a': 0.001, 'e': 0.11859985678092198}",20,14,10.872833797276051,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2134,False,"{'a': 0.001, 'e': 0.11848131620430775}",20,9,7.886936677002986,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2135,False,"{'a': 0.001, 'e': 0.11836289410901962}",25,15,15.63601481521969,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2136,False,"{'a': 0.001, 'e': 0.1182445903766354}",20,5,8.612300791087488,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2137,False,"{'a': 0.001, 'e': 0.11812640488885146}",20,8,20.08436520049368,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2138,False,"{'a': 0.001, 'e': 0.11800833752748224}",20,10,17.03809093905157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2139,False,"{'a': 0.001, 'e': 0.1178903881744604}",20,15,-0.3297089712855579,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
2140,False,"{'a': 0.001, 'e': 0.1177725567118365}",25,14,18.63634839187961,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2141,False,"{'a': 0.001, 'e': 0.11765484302177918}",25,17,11.752358391042119,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2142,False,"{'a': 0.001, 'e': 0.11753724698657468}",30,18,-20.718174115945967,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2143,False,"{'a': 0.001, 'e': 0.11741976848862698}",30,11,28.90483335969815,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2144,False,"{'a': 0.001, 'e': 0.11730240741045748}",25,16,13.14358360584113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2145,False,"{'a': 0.001, 'e': 0.11718516363470523}",20,5,4.355313033978971,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
2146,False,"{'a': 0.001, 'e': 0.11706803704412637}",20,8,7.68176519029599,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2147,False,"{'a': 0.001, 'e': 0.11695102752159432}",30,0,19.760672589870197,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
2148,False,"{'a': 0.001, 'e': 0.11683413495009948}",20,14,10.87074968762085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2149,False,"{'a': 0.001, 'e': 0.11671735921274938}",25,1,25.676719870907792,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
2150,False,"{'a': 0.001, 'e': 0.11660070019276822}",30,22,1.1539769232531258,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2151,False,"{'a': 0.001, 'e': 0.11648415777349697}",25,9,31.892472764847067,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2152,False,"{'a': 0.001, 'e': 0.11636773183839315}",20,11,17.96798930869985,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2153,False,"{'a': 0.001, 'e': 0.11625142227103091}",20,12,9.558302423239267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2154,False,"{'a': 0.001, 'e': 0.11613522895510063}",25,12,18.27593486567275,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2155,False,"{'a': 0.001, 'e': 0.116019151774409}",30,0,20.875949015224116,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
2156,False,"{'a': 0.001, 'e': 0.11590319061287874}",20,14,9.489638587669717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2157,False,"{'a': 0.001, 'e': 0.1157873453545488}",20,11,13.621830965234668,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2158,False,"{'a': 0.001, 'e': 0.11567161588357389}",25,1,33.69167425825831,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
2159,False,"{'a': 0.001, 'e': 0.11555600208422448}",20,0,26.374962613608748,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2160,False,"{'a': 0.001, 'e': 0.11544050384088674}",35,19,30.006535177109797,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2161,False,"{'a': 0.001, 'e': 0.11532512103806251}",30,10,32.67976749110291,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2162,False,"{'a': 0.001, 'e': 0.11520985356036893}",25,13,13.427077723303437,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2163,False,"{'a': 0.001, 'e': 0.11509470129253851}",20,12,0.705305958783288,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2164,False,"{'a': 0.001, 'e': 0.11497966411941893}",20,6,12.3248102324286,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2165,False,"{'a': 0.001, 'e': 0.11486474192597308}",30,18,9.036576677492446,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2166,False,"{'a': 0.001, 'e': 0.11474993459727875}",25,15,20.886757824895913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2167,False,"{'a': 0.001, 'e': 0.11463524201852858}",20,12,14.224491645332176,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
